K	Thea	Acc
2	81	0.204297909921
2	82	0.213717986459
2	83	0.210479835149
2	84	0.214601118634
2	85	0.211951722108
2	86	0.213129231675
2	87	0.21548425081
2	88	0.213129231675
2	89	0.215189873418
2	90	0.2122460995
2	91	0.196349720341
2	92	0.209891080365
2	93	0.201059758611
2	94	0.2122460995
2	95	0.219605534295
2	96	0.208124816014
2	97	0.231969384751
2	98	0.211951722108
2	99	0.204297909921
3	0	0.177803944657
3	1	0.186635266412
3	2	0.201648513394
3	3	0.237562555196
3	4	0.230497497792
3	5	0.268766558728
3	6	0.299676184869
3	7	0.23991757433
3	8	0.277303503091
3	9	0.284957315278
3	10	0.274948483956
3	11	0.246982631734
3	12	0.217544892552
3	13	0.228436856049
3	14	0.211068589932
3	15	0.214306741242
3	16	0.216661760377
3	17	0.215189873418
3	18	0.221077421254
3	19	0.220783043862
3	20	0.228436856049
3	21	0.21872240212
3	22	0.22696496909
3	23	0.208124816014
3	24	0.21077421254
3	25	0.224609949956
3	26	0.212540476891
3	27	0.22372681778
3	28	0.206947306447
3	29	0.200765381219
3	30	0.220194289079
3	31	0.221960553429
3	32	0.217839269944
3	33	0.194583455991
3	34	0.2122460995
3	35	0.211068589932
3	36	0.211362967324
3	37	0.199882249043
3	38	0.211951722108
3	39	0.211362967324
3	40	0.211951722108
3	41	0.214306741242
3	42	0.211362967324
3	43	0.208713570798
3	44	0.210185457757
3	45	0.211657344716
3	46	0.2122460995
3	47	0.214895496026
3	48	0.202826022961
3	49	0.213717986459
3	50	0.191345304681
3	51	0.213129231675
3	52	0.213717986459
3	53	0.198999116868
3	54	0.213423609067
3	55	0.213717986459
3	56	0.212834854283
3	57	0.192522814248
3	58	0.201942890786
3	59	0.188401530762
3	60	0.200471003827
3	61	0.214306741242
3	62	0.212834854283
3	63	0.212834854283
3	64	0.213129231675
3	65	0.211951722108
3	66	0.186635266412
3	67	0.195760965558
3	68	0.213129231675
3	69	0.212540476891
3	70	0.215189873418
3	71	0.21401236385
3	72	0.212540476891
3	73	0.214306741242
3	74	0.196644097733
3	75	0.214601118634
3	76	0.211362967324
3	77	0.21401236385
3	78	0.204003532529
3	79	0.211951722108
3	80	0.204886664704
3	81	0.191639682072
3	82	0.197527229909
3	83	0.213423609067
3	84	0.211951722108
3	85	0.201648513394
3	86	0.211657344716
3	87	0.196938475125
3	88	0.212834854283
3	89	0.191345304681
3	90	0.213423609067
3	91	0.194289078599
3	92	0.213423609067
3	93	0.205181042096
3	94	0.211951722108
3	95	0.208713570798
3	96	0.21725051516
3	97	0.211951722108
3	98	0.2122460995
3	99	0.211068589932
4	0	0.177803944657
4	1	0.188695908154
4	2	0.209891080365
4	3	0.2302031204
4	4	0.267883426553
4	5	0.24963202826
4	6	0.301736826612
4	7	0.289961730939
4	8	0.297615543126
4	9	0.286134824845
4	10	0.259052104798
4	11	0.247571386518
4	12	0.233146894319
4	13	0.228436856049
4	14	0.219605534295
4	15	0.214895496026
4	16	0.231380629968
4	17	0.206947306447
4	18	0.215189873418
4	19	0.211362967324
4	20	0.227848101266
4	21	0.203120400353
4	22	0.225198704739
4	23	0.22696496909
4	24	0.228436856049
4	25	0.22696496909
4	26	0.226081836915
4	27	0.223138062997
4	28	0.203120400353
4	29	0.20753606123
4	30	0.190756549897
4	31	0.211068589932
4	32	0.218428024728
4	33	0.209891080365
4	34	0.215778628201
4	35	0.216367382985
4	36	0.2122460995
4	37	0.203709155137
4	38	0.196349720341
4	39	0.211068589932
4	40	0.197232852517
4	41	0.211657344716
4	42	0.213717986459
4	43	0.209891080365
4	44	0.209596702973
4	45	0.205475419488
4	46	0.198999116868
4	47	0.211362967324
4	48	0.208713570798
4	49	0.21077421254
4	50	0.2122460995
4	51	0.215189873418
4	52	0.213717986459
4	53	0.21401236385
4	54	0.214895496026
4	55	0.210185457757
4	56	0.213129231675
4	57	0.213129231675
4	58	0.202237268178
4	59	0.21401236385
4	60	0.198410362084
4	61	0.213129231675
4	62	0.21401236385
4	63	0.213423609067
4	64	0.204297909921
4	65	0.184280247277
4	66	0.213423609067
4	67	0.201648513394
4	68	0.211068589932
4	69	0.211362967324
4	70	0.211362967324
4	71	0.194877833382
4	72	0.196644097733
4	73	0.211362967324
4	74	0.213129231675
4	75	0.212540476891
4	76	0.198115984692
4	77	0.211657344716
4	78	0.212834854283
4	79	0.216367382985
4	80	0.213129231675
4	81	0.212834854283
4	82	0.194877833382
4	83	0.214306741242
4	84	0.194583455991
4	85	0.211362967324
4	86	0.19929349426
4	87	0.214895496026
4	88	0.202237268178
4	89	0.214306741242
4	90	0.204592287312
4	91	0.203120400353
4	92	0.21548425081
4	93	0.21401236385
4	94	0.211657344716
4	95	0.212540476891
4	96	0.201354136002
4	97	0.20900794819
4	98	0.213129231675
4	99	0.191639682072
5	0	0.177803944657
5	1	0.198704739476
5	2	0.211068589932
5	3	0.234324403886
5	4	0.254636443921
5	5	0.279658522225
5	6	0.299970562261
5	7	0.300559317044
5	8	0.251692670003
5	9	0.285546070062
5	10	0.275242861348
5	11	0.249337650868
5	12	0.213129231675
5	13	0.206652929055
5	14	0.215189873418
5	15	0.216661760377
5	16	0.216956137769
5	17	0.21548425081
5	18	0.215778628201
5	19	0.219605534295
5	20	0.214306741242
5	21	0.22048866647
5	22	0.227553723874
5	23	0.218133647336
5	24	0.195760965558
5	25	0.223432440389
5	26	0.224904327348
5	27	0.212540476891
5	28	0.198999116868
5	29	0.208124816014
5	30	0.197232852517
5	31	0.211951722108
5	32	0.21401236385
5	33	0.216367382985
5	34	0.215189873418
5	35	0.193111569031
5	36	0.192228436856
5	37	0.211657344716
5	38	0.196349720341
5	39	0.212540476891
5	40	0.211068589932
5	41	0.212834854283
5	42	0.211951722108
5	43	0.21548425081
5	44	0.21548425081
5	45	0.21548425081
5	46	0.19605534295
5	47	0.192228436856
5	48	0.203709155137
5	49	0.214895496026
5	50	0.21077421254
5	51	0.216073005593
5	52	0.214601118634
5	53	0.213129231675
5	54	0.213129231675
5	55	0.213717986459
5	56	0.212834854283
5	57	0.21401236385
5	58	0.199882249043
5	59	0.21401236385
5	60	0.201942890786
5	61	0.2122460995
5	62	0.212540476891
5	63	0.211951722108
5	64	0.212834854283
5	65	0.198410362084
5	66	0.199882249043
5	67	0.203709155137
5	68	0.193994701207
5	69	0.203709155137
5	70	0.212834854283
5	71	0.2122460995
5	72	0.213129231675
5	73	0.195760965558
5	74	0.211951722108
5	75	0.211068589932
5	76	0.21077421254
5	77	0.210185457757
5	78	0.21077421254
5	79	0.193405946423
5	80	0.188107153371
5	81	0.21077421254
5	82	0.21077421254
5	83	0.21077421254
5	84	0.192228436856
5	85	0.211068589932
5	86	0.185752134236
5	87	0.213129231675
5	88	0.211951722108
5	89	0.211951722108
5	90	0.2122460995
5	91	0.206652929055
5	92	0.210479835149
5	93	0.201942890786
5	94	0.212834854283
5	95	0.203120400353
5	96	0.210479835149
5	97	0.211951722108
5	98	0.206947306447
5	99	0.214306741242
6	0	0.177509567265
6	1	0.20253164557
6	2	0.217544892552
6	3	0.245510744775
6	4	0.23991757433
6	5	0.267883426553
6	6	0.299381807477
6	7	0.256991463056
6	8	0.206064174271
6	9	0.285840447454
6	10	0.275242861348
6	11	0.246099499558
6	12	0.23344127171
6	13	0.228142478658
6	14	0.22048866647
6	15	0.212540476891
6	16	0.21872240212
6	17	0.226376214307
6	18	0.224315572564
6	19	0.221077421254
6	20	0.225198704739
6	21	0.221077421254
6	22	0.212540476891
6	23	0.226376214307
6	24	0.227848101266
6	25	0.226376214307
6	26	0.224021195172
6	27	0.223432440389
6	28	0.221077421254
6	29	0.20753606123
6	30	0.221666176038
6	31	0.219311156903
6	32	0.198704739476
6	33	0.210185457757
6	34	0.200471003827
6	35	0.2122460995
6	36	0.211362967324
6	37	0.191934059464
6	38	0.212834854283
6	39	0.211657344716
6	40	0.212540476891
6	41	0.200176626435
6	42	0.215778628201
6	43	0.197232852517
6	44	0.198999116868
6	45	0.205181042096
6	46	0.209596702973
6	47	0.200471003827
6	48	0.216073005593
6	49	0.21548425081
6	50	0.21401236385
6	51	0.215778628201
6	52	0.21548425081
6	53	0.186929643803
6	54	0.198115984692
6	55	0.215778628201
6	56	0.21548425081
6	57	0.20753606123
6	58	0.21401236385
6	59	0.208124816014
6	60	0.207241683839
6	61	0.196938475125
6	62	0.212540476891
6	63	0.203414777745
6	64	0.214601118634
6	65	0.214306741242
6	66	0.201648513394
6	67	0.213717986459
6	68	0.203414777745
6	69	0.213129231675
6	70	0.200176626435
6	71	0.203414777745
6	72	0.213129231675
6	73	0.211657344716
6	74	0.212834854283
6	75	0.195172210774
6	76	0.212834854283
6	77	0.193700323815
6	78	0.212540476891
6	79	0.212540476891
6	80	0.210479835149
6	81	0.211068589932
6	82	0.213129231675
6	83	0.213129231675
6	84	0.211657344716
6	85	0.204592287312
6	86	0.212834854283
6	87	0.211657344716
6	88	0.204003532529
6	89	0.198410362084
6	90	0.180747718575
6	91	0.209596702973
6	92	0.212834854283
6	93	0.213717986459
6	94	0.2122460995
6	95	0.202826022961
6	96	0.200176626435
6	97	0.209891080365
6	98	0.189873417722
6	99	0.211657344716
7	0	0.179275831616
7	1	0.20753606123
7	2	0.225787459523
7	3	0.244333235208
7	4	0.241389461289
7	5	0.279952899617
7	6	0.296732410951
7	7	0.288784221372
7	8	0.297321165734
7	9	0.263467765676
7	10	0.275831616132
7	11	0.24963202826
7	12	0.233735649102
7	13	0.228436856049
7	14	0.204886664704
7	15	0.181042095967
7	16	0.217839269944
7	17	0.216073005593
7	18	0.200471003827
7	19	0.224609949956
7	20	0.225198704739
7	21	0.191934059464
7	22	0.224021195172
7	23	0.206652929055
7	24	0.209302325581
7	25	0.203709155137
7	26	0.203709155137
7	27	0.203120400353
7	28	0.220783043862
7	29	0.205475419488
7	30	0.219899911687
7	31	0.210185457757
7	32	0.211068589932
7	33	0.213717986459
7	34	0.211068589932
7	35	0.212540476891
7	36	0.191345304681
7	37	0.212540476891
7	38	0.215189873418
7	39	0.214895496026
7	40	0.189284662938
7	41	0.210479835149
7	42	0.194289078599
7	43	0.213717986459
7	44	0.19605534295
7	45	0.214601118634
7	46	0.200176626435
7	47	0.201354136002
7	48	0.2122460995
7	49	0.205181042096
7	50	0.202826022961
7	51	0.196938475125
7	52	0.20900794819
7	53	0.209596702973
7	54	0.212834854283
7	55	0.199882249043
7	56	0.196938475125
7	57	0.198999116868
7	58	0.2122460995
7	59	0.212540476891
7	60	0.2122460995
7	61	0.201059758611
7	62	0.198704739476
7	63	0.201059758611
7	64	0.201059758611
7	65	0.184869002061
7	66	0.203414777745
7	67	0.204592287312
7	68	0.214601118634
7	69	0.204592287312
7	70	0.214601118634
7	71	0.212834854283
7	72	0.214895496026
7	73	0.214306741242
7	74	0.188401530762
7	75	0.214895496026
7	76	0.213423609067
7	77	0.216073005593
7	78	0.213717986459
7	79	0.212540476891
7	80	0.206947306447
7	81	0.20900794819
7	82	0.214601118634
7	83	0.209596702973
7	84	0.195760965558
7	85	0.201648513394
7	86	0.188107153371
7	87	0.213423609067
7	88	0.212540476891
7	89	0.213717986459
7	90	0.21401236385
7	91	0.215189873418
7	92	0.204003532529
7	93	0.203414777745
7	94	0.207241683839
7	95	0.197232852517
7	96	0.198410362084
7	97	0.21401236385
7	98	0.213129231675
7	99	0.213717986459
8	0	0.175743302914
8	1	0.198115984692
8	2	0.219605534295
8	3	0.244038857816
8	4	0.246099499558
8	5	0.280247277009
8	6	0.295849278775
8	7	0.289078598764
8	8	0.277892257875
8	9	0.26906093612
8	10	0.275242861348
8	11	0.246099499558
8	12	0.212540476891
8	13	0.228142478658
8	14	0.214306741242
8	15	0.231380629968
8	16	0.209891080365
8	17	0.21548425081
8	18	0.224315572564
8	19	0.204592287312
8	20	0.223138062997
8	21	0.206358551663
8	22	0.2122460995
8	23	0.227553723874
8	24	0.226670591699
8	25	0.225493082131
8	26	0.224609949956
8	27	0.222843685605
8	28	0.217544892552
8	29	0.220783043862
8	30	0.216367382985
8	31	0.201354136002
8	32	0.210479835149
8	33	0.212540476891
8	34	0.2122460995
8	35	0.211951722108
8	36	0.209891080365
8	37	0.214306741242
8	38	0.197821607301
8	39	0.216073005593
8	40	0.212834854283
8	41	0.211657344716
8	42	0.213129231675
8	43	0.214601118634
8	44	0.200176626435
8	45	0.215189873418
8	46	0.214601118634
8	47	0.199882249043
8	48	0.213423609067
8	49	0.213423609067
8	50	0.212834854283
8	51	0.212540476891
8	52	0.211951722108
8	53	0.211657344716
8	54	0.2122460995
8	55	0.2122460995
8	56	0.205181042096
8	57	0.213129231675
8	58	0.213129231675
8	59	0.213423609067
8	60	0.21548425081
8	61	0.215189873418
8	62	0.214306741242
8	63	0.206358551663
8	64	0.213423609067
8	65	0.213717986459
8	66	0.21548425081
8	67	0.215189873418
8	68	0.213423609067
8	69	0.214601118634
8	70	0.21401236385
8	71	0.209302325581
8	72	0.203120400353
8	73	0.203709155137
8	74	0.210479835149
8	75	0.198999116868
8	76	0.211951722108
8	77	0.211657344716
8	78	0.21077421254
8	79	0.203120400353
8	80	0.197527229909
8	81	0.188107153371
8	82	0.198410362084
8	83	0.204592287312
8	84	0.203709155137
8	85	0.221077421254
8	86	0.213129231675
8	87	0.195760965558
8	88	0.202826022961
8	89	0.21548425081
8	90	0.213129231675
8	91	0.197821607301
8	92	0.211362967324
8	93	0.211362967324
8	94	0.204297909921
8	95	0.21548425081
8	96	0.212540476891
8	97	0.204886664704
8	98	0.198410362084
8	99	0.21077421254
9	0	0.176920812482
9	1	0.202237268178
9	2	0.177509567265
9	3	0.243450103032
9	4	0.245805122167
9	5	0.280247277009
9	6	0.301148071828
9	7	0.289372976155
9	8	0.296732410951
9	9	0.255225198705
9	10	0.260229614366
9	11	0.249926405652
9	12	0.233735649102
9	13	0.229025610833
9	14	0.22048866647
9	15	0.217544892552
9	16	0.219311156903
9	17	0.216073005593
9	18	0.229025610833
9	19	0.227259346482
9	20	0.224021195172
9	21	0.189873417722
9	22	0.215778628201
9	23	0.200765381219
9	24	0.20753606123
9	25	0.224609949956
9	26	0.22372681778
9	27	0.222254930821
9	28	0.218133647336
9	29	0.220194289079
9	30	0.219605534295
9	31	0.216367382985
9	32	0.214895496026
9	33	0.197232852517
9	34	0.212834854283
9	35	0.198115984692
9	36	0.209891080365
9	37	0.216367382985
9	38	0.216367382985
9	39	0.200176626435
9	40	0.21401236385
9	41	0.200765381219
9	42	0.215778628201
9	43	0.213129231675
9	44	0.212540476891
9	45	0.214601118634
9	46	0.214601118634
9	47	0.213129231675
9	48	0.214895496026
9	49	0.214895496026
9	50	0.215778628201
9	51	0.215778628201
9	52	0.214601118634
9	53	0.202237268178
9	54	0.210479835149
9	55	0.211362967324
9	56	0.200765381219
9	57	0.211657344716
9	58	0.211951722108
9	59	0.207830438622
9	60	0.211951722108
9	61	0.212834854283
9	62	0.205181042096
9	63	0.213129231675
9	64	0.212540476891
9	65	0.187812775979
9	66	0.213129231675
9	67	0.21401236385
9	68	0.214306741242
9	69	0.196938475125
9	70	0.214306741242
9	71	0.214306741242
9	72	0.21401236385
9	73	0.213129231675
9	74	0.208419193406
9	75	0.213717986459
9	76	0.198410362084
9	77	0.212834854283
9	78	0.213423609067
9	79	0.213423609067
9	80	0.210185457757
9	81	0.215189873418
9	82	0.212834854283
9	83	0.206947306447
9	84	0.214306741242
9	85	0.214601118634
9	86	0.189873417722
9	87	0.202237268178
9	88	0.214601118634
9	89	0.211951722108
9	90	0.214601118634
9	91	0.198999116868
9	92	0.213717986459
9	93	0.212834854283
9	94	0.213423609067
9	95	0.203709155137
9	96	0.213717986459
9	97	0.21401236385
9	98	0.212540476891
9	99	0.212834854283
10	0	0.175448925523
10	1	0.194877833382
10	2	0.228731233441
10	3	0.239034442155
10	4	0.214895496026
10	5	0.259052104798
10	6	0.208713570798
10	7	0.285840447454
10	8	0.297909920518
10	9	0.287901089196
10	10	0.221960553429
10	11	0.249337650868
10	12	0.235207536061
10	13	0.229908743009
10	14	0.222843685605
10	15	0.232263762143
10	16	0.216956137769
10	17	0.199587871651
10	18	0.227848101266
10	19	0.212540476891
10	20	0.216661760377
10	21	0.219016779511
10	22	0.214306741242
10	23	0.22048866647
10	24	0.221371798646
10	25	0.208419193406
10	26	0.204592287312
10	27	0.21872240212
10	28	0.204592287312
10	29	0.215778628201
10	30	0.216367382985
10	31	0.21548425081
10	32	0.205475419488
10	33	0.216073005593
10	34	0.216661760377
10	35	0.21548425081
10	36	0.219311156903
10	37	0.214895496026
10	38	0.192522814248
10	39	0.190756549897
10	40	0.213129231675
10	41	0.206652929055
10	42	0.214306741242
10	43	0.199587871651
10	44	0.21401236385
10	45	0.197232852517
10	46	0.214601118634
10	47	0.213717986459
10	48	0.21401236385
10	49	0.201354136002
10	50	0.213423609067
10	51	0.213717986459
10	52	0.211951722108
10	53	0.214306741242
10	54	0.21401236385
10	55	0.213717986459
10	56	0.215778628201
10	57	0.214895496026
10	58	0.21401236385
10	59	0.213423609067
10	60	0.2122460995
10	61	0.213423609067
10	62	0.211951722108
10	63	0.212834854283
10	64	0.205181042096
10	65	0.213129231675
10	66	0.212834854283
10	67	0.197232852517
10	68	0.213129231675
10	69	0.200765381219
10	70	0.212540476891
10	71	0.212540476891
10	72	0.197232852517
10	73	0.200471003827
10	74	0.193405946423
10	75	0.213129231675
10	76	0.197527229909
10	77	0.213129231675
10	78	0.213423609067
10	79	0.214306741242
10	80	0.212834854283
10	81	0.203120400353
10	82	0.210185457757
10	83	0.20576979688
10	84	0.197232852517
10	85	0.210185457757
10	86	0.211068589932
10	87	0.206064174271
10	88	0.213423609067
10	89	0.211951722108
10	90	0.213423609067
10	91	0.211657344716
10	92	0.213717986459
10	93	0.203414777745
10	94	0.212834854283
10	95	0.21401236385
10	96	0.194583455991
10	97	0.21548425081
10	98	0.204886664704
10	99	0.213129231675
11	0	0.176037680306
11	1	0.20576979688
11	2	0.233735649102
11	3	0.239623196938
11	4	0.24963202826
11	5	0.280836031793
11	6	0.297615543126
11	7	0.288195466588
11	8	0.249926405652
11	9	0.221371798646
11	10	0.219899911687
11	11	0.22048866647
11	12	0.239034442155
11	13	0.21872240212
11	14	0.222843685605
11	15	0.221077421254
11	16	0.212834854283
11	17	0.226376214307
11	18	0.219899911687
11	19	0.228731233441
11	20	0.220194289079
11	21	0.182219605534
11	22	0.208419193406
11	23	0.228731233441
11	24	0.219605534295
11	25	0.213129231675
11	26	0.229908743009
11	27	0.224904327348
11	28	0.225198704739
11	29	0.216661760377
11	30	0.216661760377
11	31	0.214306741242
11	32	0.217544892552
11	33	0.220783043862
11	34	0.201059758611
11	35	0.214895496026
11	36	0.205181042096
11	37	0.199882249043
11	38	0.215189873418
11	39	0.211657344716
11	40	0.197821607301
11	41	0.213717986459
11	42	0.213129231675
11	43	0.204886664704
11	44	0.215189873418
11	45	0.188401530762
11	46	0.213717986459
11	47	0.212834854283
11	48	0.216073005593
11	49	0.206652929055
11	50	0.2122460995
11	51	0.214601118634
11	52	0.199587871651
11	53	0.20576979688
11	54	0.211362967324
11	55	0.206652929055
11	56	0.207241683839
11	57	0.213129231675
11	58	0.215189873418
11	59	0.212834854283
11	60	0.203414777745
11	61	0.214306741242
11	62	0.19605534295
11	63	0.213423609067
11	64	0.211657344716
11	65	0.191934059464
11	66	0.201354136002
11	67	0.198410362084
11	68	0.191639682072
11	69	0.212540476891
11	70	0.213423609067
11	71	0.214306741242
11	72	0.212834854283
11	73	0.212834854283
11	74	0.213129231675
11	75	0.213129231675
11	76	0.214306741242
11	77	0.197232852517
11	78	0.197232852517
11	79	0.213423609067
11	80	0.19281719164
11	81	0.213129231675
11	82	0.213717986459
11	83	0.21401236385
11	84	0.213717986459
11	85	0.210479835149
11	86	0.214601118634
11	87	0.20576979688
11	88	0.202237268178
11	89	0.198115984692
11	90	0.213423609067
11	91	0.213423609067
11	92	0.2122460995
11	93	0.203120400353
11	94	0.20576979688
11	95	0.203709155137
11	96	0.213423609067
11	97	0.20576979688
11	98	0.213717986459
11	99	0.211951722108
12	0	0.17662643509
12	1	0.193700323815
12	2	0.223432440389
12	3	0.237268177804
12	4	0.257874595231
12	5	0.279658522225
12	6	0.297909920518
12	7	0.285546070062
12	8	0.232558139535
12	9	0.225198704739
12	10	0.274359729173
12	11	0.237856932588
12	12	0.19605534295
12	13	0.232852516927
12	14	0.222549308213
12	15	0.220783043862
12	16	0.214601118634
12	17	0.222549308213
12	18	0.218428024728
12	19	0.211951722108
12	20	0.221960553429
12	21	0.218428024728
12	22	0.226081836915
12	23	0.227553723874
12	24	0.229025610833
12	25	0.228142478658
12	26	0.22048866647
12	27	0.219899911687
12	28	0.21401236385
12	29	0.221077421254
12	30	0.21401236385
12	31	0.214601118634
12	32	0.21548425081
12	33	0.21548425081
12	34	0.215778628201
12	35	0.198999116868
12	36	0.215778628201
12	37	0.213129231675
12	38	0.213129231675
12	39	0.215189873418
12	40	0.214306741242
12	41	0.194877833382
12	42	0.213423609067
12	43	0.213129231675
12	44	0.211951722108
12	45	0.200176626435
12	46	0.212540476891
12	47	0.195760965558
12	48	0.2122460995
12	49	0.195466588166
12	50	0.212834854283
12	51	0.212834854283
12	52	0.198704739476
12	53	0.198999116868
12	54	0.214601118634
12	55	0.20253164557
12	56	0.206652929055
12	57	0.214601118634
12	58	0.213129231675
12	59	0.214306741242
12	60	0.214306741242
12	61	0.214601118634
12	62	0.213717986459
12	63	0.20576979688
12	64	0.212834854283
12	65	0.214306741242
12	66	0.21401236385
12	67	0.190756549897
12	68	0.211362967324
12	69	0.212540476891
