0	0	3.14052235219
0	1	3.94835734902
0	2	3.66130256233
0	3	5.89816344731
0	4	6.69555614926
0	5	6.74133759645
0	6	8.94532908351
0	7	8.2717620675
0	8	8.80501237087
0	9	5.05819564597
0	10	7.59207699325
0	11	6.12915914222
0	12	4.79683497075
0	13	3.54951367936
0	14	4.14974198866
0	15	4.61800742122
0	16	5.44948273377
0	17	5.09799768779
0	18	4.58012918809
0	19	4.23412093079
0	20	4.9659308214
0	21	4.43017610042
0	22	5.11129969828
0	23	5.1379557141
0	24	5.21833972018
0	25	5.00536889941
0	26	5.09799768779
0	27	4.79683497075
0	28	4.25838518445
0	29	4.2705433087
0	30	4.00706817709
0	31	4.92664872787
0	32	3.85532126782
0	33	4.80973835422
0	34	4.64334623469
0	35	4.79683497075
0	36	3.57173280308
0	37	4.74539475298
0	38	4.52986751977
0	39	4.4549949656
0	40	4.46743039561
0	41	4.47988315722
0	42	4.4549949656
0	43	4.39307778972
0	44	4.44257686721
0	45	4.20992600356
0	46	4.55496369071
0	47	4.6053640119
0	48	4.61800742122
0	49	4.54240693944
0	50	4.19785453736
0	51	4.35613546352
0	52	4.51734543172
0	53	4.18580040277
0	54	3.90170065554
0	55	4.55496369071
0	56	4.55496369071
0	57	4.47988315722
0	58	4.54240693944
0	59	4.54240693944
0	60	4.55496369071
0	61	4.54240693944
0	62	4.55496369071
0	63	4.47988315722
0	64	4.58012918809
0	65	4.58012918809
0	66	4.54240693944
0	67	4.46743039561
0	68	4.59273793419
0	69	3.94835734902
0	70	4.54240693944
0	71	4.61800742122
0	72	3.94835734902
0	73	3.82071870893
0	74	4.59273793419
0	75	4.65604163885
0	76	4.71977863375
0	77	4.55496369071
0	78	4.68148444198
0	79	3.8900798112
0	80	4.54240693944
0	81	3.99529134826
0	82	4.20992600356
0	83	4.66875437461
0	84	4.66875437461
0	85	4.84855249428
0	86	4.65604163885
0	87	4.65604163885
0	88	4.56753777359
0	89	3.41765479229
0	90	4.01886233754
0	91	4.49235325044
0	92	4.61800742122
0	93	4.55496369071
0	94	3.79773699438
0	95	5.34008561295
0	96	4.52986751977
0	97	4.51734543172
0	98	4.52986751977
0	99	4.06621229541
1	0	3.18239552137
1	1	3.56061457542
1	2	5.03174760947
1	3	5.21833972018
1	4	5.85534570539
1	5	7.82088890533
1	6	8.99823382231
1	7	8.40778054092
1	8	8.85750115104
1	9	4.63066816215
1	10	4.90054732357
1	11	3.69517719361
1	12	5.47700533008
1	13	5.21833972018
1	14	4.61800742122
1	15	4.41779266525
1	16	3.92499433906
1	17	5.00536889941
1	18	4.55496369071
1	19	4.28271876456
1	20	4.73257802756
1	21	4.84855249428
1	22	4.46743039561
1	23	4.36843224064
1	24	4.54240693944
1	25	4.343856018
1	26	5.16468105635
1	27	4.33159390409
1	28	4.41779266525
1	29	4.74539475298
